label,n,p,k,ph,temperature,rainfall,humidity,state,year,season,area,production,fertilizer,pesticide,yield
linseed,70,40,20,7.4,25.1,1241.22,54.75,Madhya Pradesh,2003,Rabi       ,143384.0,61655,14192148.32,34412.16,0.579148936
maize,70,40,20,7.4,25.1,1241.22,54.75,Madhya Pradesh,2003,Kharif     ,898618.0,1858342,88945209.64,215668.32,1.916041667
masoor,70,40,20,7.4,25.1,1241.22,54.75,Madhya Pradesh,2003,Rabi       ,17.0,8,1682.66,4.08,0.47
mesta,70,40,20,7.4,25.1,1241.22,54.75,Madhya Pradesh,2003,Kharif     ,4700.0,10600,465206.0,1128.0,2.075
moong(green_gram),70,40,20,7.4,25.1,1241.22,54.75,Madhya Pradesh,2003,Kharif     ,709.0,172,70176.82,170.16,0.24
moong(green_gram),70,40,20,7.4,25.1,1241.22,54.75,Madhya Pradesh,2003,Rabi       ,13.0,3,1286.74,3.12,0.23
niger_seed,70,40,20,7.4,25.1,1241.22,54.75,Madhya Pradesh,2003,Kharif     ,102368.0,23455,10132384.64,24568.32,0.245
onion,70,40,20,7.4,25.1,1241.22,54.75,Madhya Pradesh,2003,Whole Year ,30958.0,416137,3064222.84,7429.92,12.86875
other__rabi_pulses,70,40,20,7.4,25.1,1241.22,54.75,Madhya Pradesh,2003,Rabi       ,737005.0,377983,72948754.9,176881.2,0.491489362
other_kharif_pulses,70,40,20,7.4,25.1,1241.22,54.75,Madhya Pradesh,2003,Kharif     ,725486.0,264389,71808604.28,174116.64,0.344791667
peas_&_beans_(pulses),70,40,20,7.4,25.1,1241.22,54.75,Madhya Pradesh,2003,Rabi       ,5.0,2,494.9,1.2,0.4
potato,70,40,20,7.4,25.1,1241.22,54.75,Madhya Pradesh,2003,Whole Year ,46546.0,667656,4607123.08,11171.04,13.33404255
ragi,70,40,20,7.4,25.1,1241.22,54.75,Madhya Pradesh,2003,Kharif     ,514.0,136,50875.72,123.36,0.237142857
rapeseed_&mustard,70,40,20,7.4,25.1,1241.22,54.75,Madhya Pradesh,2003,Rabi       ,535540.0,579990,53007749.2,128529.6,0.743404255
rice,70,40,20,7.4,25.1,1241.22,54.75,Madhya Pradesh,2003,Kharif     ,1708583.0,1743430,169115545.3,410059.92,0.997916667
safflower,70,40,20,7.4,25.1,1241.22,54.75,Madhya Pradesh,2003,Rabi       ,632.0,172,62555.36,151.68,0.24
sannhamp,70,40,20,7.4,25.1,1241.22,54.75,Madhya Pradesh,2003,Whole Year ,5584.0,11127,552704.32,1340.16,2.155777778
sesamum,70,40,20,7.4,25.1,1241.22,54.75,Madhya Pradesh,2003,Kharif     ,144080.0,50572,14261038.4,34579.2,0.432916667
small_millets,70,40,20,7.4,25.1,1241.22,54.75,Madhya Pradesh,2003,Kharif     ,400775.0,122503,39668709.5,96186.0,0.301621622
soyabean,70,40,20,7.4,25.1,1241.22,54.75,Madhya Pradesh,2003,Kharif     ,4198619.0,4643673,415579308.6,1007668.56,1.019791667
sugarcane,70,40,20,7.4,25.1,1241.22,54.75,Madhya Pradesh,2003,Whole Year ,43141.0,1870120,4270096.18,10353.84,31.46604167
sunflower,70,40,20,7.4,25.1,1241.22,54.75,Madhya Pradesh,2003,Kharif     ,1984.0,1062,196376.32,476.16,0.357727273
sweet_potato,70,40,20,7.4,25.1,1241.22,54.75,Madhya Pradesh,2003,Whole Year ,3821.0,21742,378202.58,917.04,5.932173913
turmeric,70,40,20,7.4,25.1,1241.22,54.75,Madhya Pradesh,2003,Whole Year ,655.0,682,64831.9,157.2,1.0059375
urad,70,40,20,7.4,25.1,1241.22,54.75,Madhya Pradesh,2003,Kharif     ,610876.0,224268,60464506.48,146610.24,0.349166667
urad,70,40,20,7.4,25.1,1241.22,54.75,Madhya Pradesh,2003,Rabi       ,5693.0,2331,563493.14,1366.32,0.242941176
wheat,70,40,20,7.4,25.1,1241.22,54.75,Madhya Pradesh,2003,Rabi       ,4078974.0,7357255,403736846.5,978953.76,1.797916667
arhar/tur,75,43,26,7.1,27.08,1970.27,66.29,Maharashtra,2003,Kharif     ,1046300.0,693000,103562774.0,251112.0,0.59125
bajra,75,43,26,7.1,27.08,1970.27,66.29,Maharashtra,2003,Kharif     ,1325400.0,896300,131188092.0,318096.0,0.582727273
banana,75,43,26,7.1,27.08,1970.27,66.29,Maharashtra,2003,Whole Year ,57700.0,3634720,5711146.0,13848.0,57.56857143
cotton(lint),75,43,26,7.1,27.08,1970.27,66.29,Maharashtra,2003,Kharif     ,2762400.0,3080100,273422352.0,662976.0,1.181111111
gram,75,43,26,7.1,27.08,1970.27,66.29,Maharashtra,2003,Rabi       ,795200.0,421100,78708896.0,190848.0,0.555806452
groundnut,75,43,26,7.1,27.08,1970.27,66.29,Maharashtra,2003,Kharif     ,324100.0,355200,32079418.0,77784.0,0.794333333
groundnut,75,43,26,7.1,27.08,1970.27,66.29,Maharashtra,2003,Summer     ,54700.0,81600,5414206.0,13128.0,1.402258065
jowar,75,43,26,7.1,27.08,1970.27,66.29,Maharashtra,2003,Kharif     ,1586100.0,2111000,156992178.0,380664.0,1.253333333
jowar,75,43,26,7.1,27.08,1970.27,66.29,Maharashtra,2003,Rabi       ,2853900.0,777300,282479022.0,684936.0,0.610740741
linseed,75,43,26,7.1,27.08,1970.27,66.29,Maharashtra,2003,Rabi       ,63400.0,14700,6275332.0,15216.0,0.258333333
maize,75,43,26,7.1,27.08,1970.27,66.29,Maharashtra,2003,Kharif     ,311800.0,671000,30861964.0,74832.0,1.724444444
maize,75,43,26,7.1,27.08,1970.27,66.29,Maharashtra,2003,Rabi       ,57900.0,81100,5730942.0,13896.0,1.689130435
moong(green_gram),75,43,26,7.1,27.08,1970.27,66.29,Maharashtra,2003,Kharif     ,700100.0,390500,69295898.0,168024.0,0.583939394
niger_seed,75,43,26,7.1,27.08,1970.27,66.29,Maharashtra,2003,Kharif     ,53600.0,17400,5305328.0,12864.0,0.3865
onion,75,43,26,7.1,27.08,1970.27,66.29,Maharashtra,2003,Whole Year ,133622.0,1663240,13225905.56,32069.28,12.44846154
other__rabi_pulses,75,43,26,7.1,27.08,1970.27,66.29,Maharashtra,2003,Rabi       ,129800.0,50100,12847604.0,31152.0,0.430869565
other_kharif_pulses,75,43,26,7.1,27.08,1970.27,66.29,Maharashtra,2003,Kharif     ,164300.0,41400,16262414.0,39432.0,0.2815625
ragi,75,43,26,7.1,27.08,1970.27,66.29,Maharashtra,2003,Kharif     ,146900.0,170000,14540162.0,35256.0,1.2225
rapeseed_&mustard,75,43,26,7.1,27.08,1970.27,66.29,Maharashtra,2003,Rabi       ,10300.0,2600,1019494.0,2472.0,0.222962963
rice,75,43,26,7.1,27.08,1970.27,66.29,Maharashtra,2003,Kharif     ,1500400.0,2768600,148509592.0,360096.0,1.232258065
rice,75,43,26,7.1,27.08,1970.27,66.29,Maharashtra,2003,Summer     ,29500.0,65500,2919910.0,7080.0,2.217
safflower,75,43,26,7.1,27.08,1970.27,66.29,Maharashtra,2003,Rabi       ,244700.0,87300,24220406.0,58728.0,0.398421053
sesamum,75,43,26,7.1,27.08,1970.27,66.29,Maharashtra,2003,Kharif     ,116800.0,37200,11560864.0,28032.0,0.364375
sesamum,75,43,26,7.1,27.08,1970.27,66.29,Maharashtra,2003,Rabi       ,3600.0,800,356328.0,864.0,0.223
small_millets,75,43,26,7.1,27.08,1970.27,66.29,Maharashtra,2003,Kharif     ,68600.0,38100,6790028.0,16464.0,0.554333333
small_millets,75,43,26,7.1,27.08,1970.27,66.29,Maharashtra,2003,Rabi       ,16200.0,5000,1603476.0,3888.0,0.45125
soyabean,75,43,26,7.1,27.08,1970.27,66.29,Maharashtra,2003,Kharif     ,1589100.0,2219200,157289118.0,381384.0,1.49862069
sugarcane,75,43,26,7.1,27.08,1970.27,66.29,Maharashtra,2003,Whole Year ,442500.0,25668400,43798650.0,106200.0,56.65814815
sunflower,75,43,26,7.1,27.08,1970.27,66.29,Maharashtra,2003,Kharif     ,89000.0,32400,8809220.0,21360.0,0.400454545
sunflower,75,43,26,7.1,27.08,1970.27,66.29,Maharashtra,2003,Rabi       ,182500.0,65400,18063850.0,43800.0,0.423333333
sunflower,75,43,26,7.1,27.08,1970.27,66.29,Maharashtra,2003,Summer     ,4000.0,3200,395920.0,960.0,0.733125
urad,75,43,26,7.1,27.08,1970.27,66.29,Maharashtra,2003,Kharif     ,600700.0,359200,59457286.0,144168.0,0.595757576
wheat,75,43,26,7.1,27.08,1970.27,66.29,Maharashtra,2003,Rabi       ,664700.0,778200,65792006.0,159528.0,1.171666667
other_oilseeds,75,43,26,7.1,27.08,1970.27,66.29,Maharashtra,2003,Kharif     ,25600.0,4700,2533888.0,6144.0,0.201904762
arhar/tur,58,17,37,5.9,20.58,1111.03,71.54,Manipur,2003,Kharif     ,40.0,20,3959.2,9.6,0.5
banana,58,17,37,5.9,20.58,1111.03,71.54,Manipur,2003,Whole Year ,1950.0,15308,193011.0,468.0,7.851111111
cashewnut,58,17,37,5.9,20.58,1111.03,71.54,Manipur,2003,Whole Year ,325.0,130,32168.5,78.0,0.4
dry_chillies,58,17,37,5.9,20.58,1111.03,71.54,Manipur,2003,Whole Year ,13390.0,7850,1325342.2,3213.6,0.543333333
ginger,58,17,37,5.9,20.58,1111.03,71.54,Manipur,2003,Kharif     ,1450.0,2390,143521.0,348.0,1.63
maize,58,17,37,5.9,20.58,1111.03,71.54,Manipur,2003,Kharif     ,2340.0,7530,231613.2,561.6,2.76
onion,58,17,37,5.9,20.58,1111.03,71.54,Manipur,2003,Whole Year ,970.0,2060,96010.6,232.8,2.068333333
other_kharif_pulses,58,17,37,5.9,20.58,1111.03,71.54,Manipur,2003,Kharif     ,2340.0,1190,231613.2,561.6,0.5075
peas_&_beans_(pulses),58,17,37,5.9,20.58,1111.03,71.54,Manipur,2003,Kharif     ,3980.0,2030,393940.4,955.2,0.52
rapeseed_&mustard,58,17,37,5.9,20.58,1111.03,71.54,Manipur,2003,Rabi       ,20.0,10,1979.6,4.8,0.5
rice,58,17,37,5.9,20.58,1111.03,71.54,Manipur,2003,Kharif     ,157830.0,381240,15622013.4,37879.2,2.305555556
sesamum,58,17,37,5.9,20.58,1111.03,71.54,Manipur,2003,Kharif     ,810.0,400,80173.8,194.4,0.496666667
soyabean,58,17,37,5.9,20.58,1111.03,71.54,Manipur,2003,Kharif     ,320.0,290,31673.6,76.8,0.875
sugarcane,58,17,37,5.9,20.58,1111.03,71.54,Manipur,2003,Whole Year ,330.0,10780,32663.4,79.2,32.71
sweet_potato,58,17,37,5.9,20.58,1111.03,71.54,Manipur,2003,Whole Year ,102.0,673,10095.96,24.48,6.59
tapioca,58,17,37,5.9,20.58,1111.03,71.54,Manipur,2003,Whole Year ,243.0,1360,24052.14,58.32,5.593333333
turmeric,58,17,37,5.9,20.58,1111.03,71.54,Manipur,2003,Whole Year ,550.0,380,54439.0,132.0,0.72
arhar/tur,54,15,34,5.7,23.24,1231.02,73.52,Mizoram,2003,Kharif     ,61.0,67,6037.78,14.64,0.93
arhar/tur,54,15,34,5.7,23.24,1231.02,73.52,Mizoram,2003,Rabi       ,211.0,110,20884.78,50.64,0.9125
cotton(lint),54,15,34,5.7,23.24,1231.02,73.52,Mizoram,2003,Kharif     ,343.0,1336,33950.14,82.32,3.501666667
gram,54,15,34,5.7,23.24,1231.02,73.52,Mizoram,2003,Kharif     ,23.0,25,2276.54,5.52,0.916666667
gram,54,15,34,5.7,23.24,1231.02,73.52,Mizoram,2003,Rabi       ,23.0,18,2276.54,5.52,1.176666667
maize,54,15,34,5.7,23.24,1231.02,73.52,Mizoram,2003,Kharif     ,9765.0,19005,966539.7,2343.6,1.981666667
maize,54,15,34,5.7,23.24,1231.02,73.52,Mizoram,2003,Rabi       ,716.0,1277,70869.68,171.84,1.802
masoor,54,15,34,5.7,23.24,1231.02,73.52,Mizoram,2003,Rabi       ,11.0,8,1088.78,2.64,0.723333333
moong(green_gram),54,15,34,5.7,23.24,1231.02,73.52,Mizoram,2003,Kharif     ,24.0,30,2375.52,5.76,1.245
moong(green_gram),54,15,34,5.7,23.24,1231.02,73.52,Mizoram,2003,Rabi       ,44.0,46,4355.12,10.56,0.944
other__rabi_pulses,54,15,34,5.7,23.24,1231.02,73.52,Mizoram,2003,Rabi       ,1925.0,1570,190536.5,462.0,0.92
other_kharif_pulses,54,15,34,5.7,23.24,1231.02,73.52,Mizoram,2003,Kharif     ,2053.0,1887,203205.94,492.72,0.881666667
peas_&_beans_(pulses),54,15,34,5.7,23.24,1231.02,73.52,Mizoram,2003,Kharif     ,165.0,172,16331.7,39.6,0.9025
peas_&_beans_(pulses),54,15,34,5.7,23.24,1231.02,73.52,Mizoram,2003,Rabi       ,346.0,376,34247.08,83.04,1.018333333
potato,54,15,34,5.7,23.24,1231.02,73.52,Mizoram,2003,Whole Year ,363.0,893,35929.74,87.12,3.301666667
rice,54,15,34,5.7,23.24,1231.02,73.52,Mizoram,2003,Kharif     ,59196.0,114630,5859220.08,14207.04,1.925
sesamum,54,15,34,5.7,23.24,1231.02,73.52,Mizoram,2003,Kharif     ,3285.0,2019,325149.3,788.4,0.615
soyabean,54,15,34,5.7,23.24,1231.02,73.52,Mizoram,2003,Kharif     ,1978.0,1963,195782.44,474.72,1.085
sugarcane,54,15,34,5.7,23.24,1231.02,73.52,Mizoram,2003,Whole Year ,1393.0,36174,137879.14,334.32,25.87
tapioca,54,15,34,5.7,23.24,1231.02,73.52,Mizoram,2003,Whole Year ,139.0,690,13758.22,33.36,7.7075
tobacco,54,15,34,5.7,23.24,1231.02,73.52,Mizoram,2003,Whole Year ,460.0,404,45530.8,110.4,0.866666667
arhar/tur,56,16,36,5.8,18.65,780.96,69.8,Nagaland,2003,Kharif     ,7500.0,7000,742350.0,1800.0,1.015
bajra,56,16,36,5.8,18.65,780.96,69.8,Nagaland,2003,Kharif     ,3000.0,5000,296940.0,720.0,1.615
barley,56,16,36,5.8,18.65,780.96,69.8,Nagaland,2003,Rabi       ,6000.0,10000,593880.0,1440.0,1.62
cotton(lint),56,16,36,5.8,18.65,780.96,69.8,Nagaland,2003,Kharif     ,2000.0,150,197960.0,480.0,0.08375
gram,56,16,36,5.8,18.65,780.96,69.8,Nagaland,2003,Rabi       ,1500.0,2000,148470.0,360.0,1.3475
groundnut,56,16,36,5.8,18.65,780.96,69.8,Nagaland,2003,Kharif     ,2000.0,3000,197960.0,480.0,1.51625
jowar,56,16,36,5.8,18.65,780.96,69.8,Nagaland,2003,Kharif     ,3000.0,5000,296940.0,720.0,1.6075
jute,56,16,36,5.8,18.65,780.96,69.8,Nagaland,2003,Kharif     ,2000.0,11000,197960.0,480.0,6.7575
linseed,56,16,36,5.8,18.65,780.96,69.8,Nagaland,2003,Rabi       ,8000.0,6400,791840.0,1920.0,0.8875
maize,56,16,36,5.8,18.65,780.96,69.8,Nagaland,2003,Kharif     ,45000.0,78000,4454100.0,10800.0,1.69125
maize,56,16,36,5.8,18.65,780.96,69.8,Nagaland,2003,Rabi       ,140.0,260,13857.2,33.6,1.71
masoor,56,16,36,5.8,18.65,780.96,69.8,Nagaland,2003,Rabi       ,2500.0,1070,247450.0,600.0,0.4475
moong(green_gram),56,16,36,5.8,18.65,780.96,69.8,Nagaland,2003,Kharif     ,2000.0,3000,197960.0,480.0,1.49375
other__rabi_pulses,56,16,36,5.8,18.65,780.96,69.8,Nagaland,2003,Rabi       ,4030.0,3500,398889.4,967.2,0.85125
other_kharif_pulses,56,16,36,5.8,18.65,780.96,69.8,Nagaland,2003,Kharif     ,6990.0,8810,691870.2,1677.6,1.2925
peas_&_beans_(pulses),56,16,36,5.8,18.65,780.96,69.8,Nagaland,2003,Kharif     ,1370.0,2000,135602.6,328.8,1.5825
peas_&_beans_(pulses),56,16,36,5.8,18.65,780.96,69.8,Nagaland,2003,Rabi       ,6840.0,4930,677023.2,1641.6,0.6825
potato,56,16,36,5.8,18.65,780.96,69.8,Nagaland,2003,Whole Year ,5110.0,43540,505787.8,1226.4,8.2975
rapeseed_&mustard,56,16,36,5.8,18.65,780.96,69.8,Nagaland,2003,Rabi       ,16000.0,12800,1583680.0,3840.0,0.77625
rice,56,16,36,5.8,18.65,780.96,69.8,Nagaland,2003,Kharif     ,155000.0,220990,15341900.0,37200.0,1.36
rice,56,16,36,5.8,18.65,780.96,69.8,Nagaland,2003,Rabi       ,1000.0,2000,98980.0,240.0,1.945
sesamum,56,16,36,5.8,18.65,780.96,69.8,Nagaland,2003,Kharif     ,5000.0,5000,494900.0,1200.0,1.0375
small_millets,56,16,36,5.8,18.65,780.96,69.8,Nagaland,2003,Kharif     ,7830.0,8000,775013.4,1879.2,0.9425
soyabean,56,16,36,5.8,18.65,780.96,69.8,Nagaland,2003,Kharif     ,26000.0,36000,2573480.0,6240.0,1.38
sugarcane,56,16,36,5.8,18.65,780.96,69.8,Nagaland,2003,Whole Year ,2800.0,128890,277144.0,672.0,37.28166667
sunflower,56,16,36,5.8,18.65,780.96,69.8,Nagaland,2003,Kharif     ,2500.0,5000,247450.0,600.0,2.05375
sunflower,56,16,36,5.8,18.65,780.96,69.8,Nagaland,2003,Rabi       ,1000.0,1000,98980.0,240.0,1.18125
wheat,56,16,36,5.8,18.65,780.96,69.8,Nagaland,2003,Rabi       ,10000.0,19500,989800.0,2400.0,1.86625
arhar/tur,67,26,32,6.3,26.57,1857.72,73.53,Odisha,2003,Kharif     ,136540.0,95590,13514729.2,32769.6,0.682068966
bajra,67,26,32,6.3,26.57,1857.72,73.53,Odisha,2003,Kharif     ,3270.0,1720,323664.6,784.8,0.538333333
castor_seed,67,26,32,6.3,26.57,1857.72,73.53,Odisha,2003,Kharif     ,10900.0,5590,1078882.0,2616.0,0.480769231
castor_seed,67,26,32,6.3,26.57,1857.72,73.53,Odisha,2003,Rabi       ,6830.0,3050,676033.4,1639.2,0.486
coriander,67,26,32,6.3,26.57,1857.72,73.53,Odisha,2003,Whole Year ,19010.0,9000,1881609.8,4562.4,0.480666667
dry_chillies,67,26,32,6.3,26.57,1857.72,73.53,Odisha,2003,Whole Year ,75040.0,63180,7427459.2,18009.6,0.838666667
garlic,67,26,32,6.3,26.57,1857.72,73.53,Odisha,2003,Whole Year ,10850.0,34320,1073933.0,2604.0,3.144666667
ginger,67,26,32,6.3,26.57,1857.72,73.53,Odisha,2003,Kharif     ,15480.0,30020,1532210.4,3715.2,1.810333333
gram,67,26,32,6.3,26.57,1857.72,73.53,Odisha,2003,Rabi       ,28570.0,17670,2827858.6,6856.8,0.505172414
groundnut,67,26,32,6.3,26.57,1857.72,73.53,Odisha,2003,Kharif     ,77176.0,93133,7638880.48,18522.24,1.084
horse-gram,67,26,32,6.3,26.57,1857.72,73.53,Odisha,2003,Kharif     ,87826.0,24752,8693017.48,21078.24,0.293103448
jowar,67,26,32,6.3,26.57,1857.72,73.53,Odisha,2003,Kharif     ,11090.0,6380,1097688.2,2661.6,0.604
jute,67,26,32,6.3,26.57,1857.72,73.53,Odisha,2003,Kharif     ,2590.0,18148,256358.2,621.6,7.076666667
linseed,67,26,32,6.3,26.57,1857.72,73.53,Odisha,2003,Rabi       ,18240.0,7180,1805395.2,4377.6,0.33
maize,67,26,32,6.3,26.57,1857.72,73.53,Odisha,2003,Kharif     ,55549.0,78744,5498240.02,13331.76,0.887307692
maize,67,26,32,6.3,26.57,1857.72,73.53,Odisha,2003,Rabi       ,13760.0,18180,1361964.8,3302.4,1.32
masoor,67,26,32,6.3,26.57,1857.72,73.53,Odisha,2003,Rabi       ,5860.0,2430,580022.8,1406.4,0.4025
moong(green_gram),67,26,32,6.3,26.57,1857.72,73.53,Odisha,2003,Kharif     ,257261.0,60081,25463693.78,61742.64,0.229333333
niger_seed,67,26,32,6.3,26.57,1857.72,73.53,Odisha,2003,Kharif     ,110640.0,25660,10951147.2,26553.6,0.277
niger_seed,67,26,32,6.3,26.57,1857.72,73.53,Odisha,2003,Rabi       ,19610.0,6170,1940997.8,4706.4,0.38
onion,67,26,32,6.3,26.57,1857.72,73.53,Odisha,2003,Whole Year ,26550.0,240340,2627919.0,6372.0,8.845666667
other__rabi_pulses,67,26,32,6.3,26.57,1857.72,73.53,Odisha,2003,Rabi       ,35250.0,20190,3489045.0,8460.0,0.582592593
other_kharif_pulses,67,26,32,6.3,26.57,1857.72,73.53,Odisha,2003,Kharif     ,27280.0,15020,2700174.4,6547.2,0.506428571
potato,67,26,32,6.3,26.57,1857.72,73.53,Odisha,2003,Whole Year ,7303.0,75823,722850.94,1752.72,9.688965517
ragi,67,26,32,6.3,26.57,1857.72,73.53,Odisha,2003,Kharif     ,70490.0,44575,6977100.2,16917.6,0.4768
rapeseed_&mustard,67,26,32,6.3,26.57,1857.72,73.53,Odisha,2003,Rabi       ,15907.0,3065,1574474.86,3817.68,0.169310345
rice,67,26,32,6.3,26.57,1857.72,73.53,Odisha,2003,Kharif     ,4501000.0,6801000,445508980.0,1080240.0,1.516333333
safflower,67,26,32,6.3,26.57,1857.72,73.53,Odisha,2003,Rabi       ,1620.0,710,160347.6,388.8,0.42875
sesamum,67,26,32,6.3,26.57,1857.72,73.53,Odisha,2003,Kharif     ,37716.0,7776,3733129.68,9051.84,0.219333333
small_millets,67,26,32,6.3,26.57,1857.72,73.53,Odisha,2003,Kharif     ,26570.0,11510,2629898.6,6376.8,0.435789474
sugarcane,67,26,32,6.3,26.57,1857.72,73.53,Odisha,2003,Whole Year ,14565.0,858096,1441643.7,3495.6,54.54655172
sunflower,67,26,32,6.3,26.57,1857.72,73.53,Odisha,2003,Kharif     ,820.0,470,81163.6,196.8,0.608461538
sunflower,67,26,32,6.3,26.57,1857.72,73.53,Odisha,2003,Rabi       ,5230.0,3920,517665.4,1255.2,0.647931034
sweet_potato,67,26,32,6.3,26.57,1857.72,73.53,Odisha,2003,Whole Year ,47030.0,393560,4655029.4,11287.2,8.454333333
tobacco,67,26,32,6.3,26.57,1857.72,73.53,Odisha,2003,Whole Year ,5310.0,3490,525583.8,1274.4,0.537
turmeric,67,26,32,6.3,26.57,1857.72,73.53,Odisha,2003,Whole Year ,23780.0,56420,2353744.4,5707.2,2.241
urad,67,26,32,6.3,26.57,1857.72,73.53,Odisha,2003,Kharif     ,135994.0,36794,13460686.12,32638.56,0.256333333
wheat,67,26,32,6.3,26.57,1857.72,73.53,Odisha,2003,Rabi       ,5129.0,7517,507668.42,1230.96,1.377407407
arhar/tur,150,50,40,8.0,24.13,1037.84,46.02,Punjab,2003,Kharif     ,9700.0,9000,960106.0,2328.0,0.947333333
bajra,150,50,40,8.0,24.13,1037.84,46.02,Punjab,2003,Kharif     ,8000.0,8000,791840.0,1920.0,1.0
barley,150,50,40,8.0,24.13,1037.84,46.02,Punjab,2003,Rabi       ,23000.0,77000,2276540.0,5520.0,3.245555556
cotton(lint),150,50,40,8.0,24.13,1037.84,46.02,Punjab,2003,Kharif     ,452000.0,1478000,44738960.0,108480.0,2.736
gram,150,50,40,8.0,24.13,1037.84,46.02,Punjab,2003,Rabi       ,6000.0,5400,593880.0,1440.0,0.926923077
groundnut,150,50,40,8.0,24.13,1037.84,46.02,Punjab,2003,Kharif     ,4400.0,4000,435512.0,1056.0,0.871428571
guar_seed,150,50,40,8.0,24.13,1037.84,46.02,Punjab,2003,Whole Year ,38500.0,27100,3810730.0,9240.0,0.674285714
maize,150,50,40,8.0,24.13,1037.84,46.02,Punjab,2003,Kharif     ,154000.0,459000,15242920.0,36960.0,3.086923077
masoor,150,50,40,8.0,24.13,1037.84,46.02,Punjab,2003,Rabi       ,3600.0,2300,356328.0,864.0,0.71
moong(green_gram),150,50,40,8.0,24.13,1037.84,46.02,Punjab,2003,Kharif     ,18900.0,15800,1870722.0,4536.0,0.815384615
moth,150,50,40,8.0,24.13,1037.84,46.02,Punjab,2003,Kharif     ,600.0,400,59388.0,144.0,0.833333333
rapeseed_&mustard,150,50,40,8.0,24.13,1037.84,46.02,Punjab,2003,Rabi       ,52000.0,62000,5146960.0,12480.0,1.137647059
rice,150,50,40,8.0,24.13,1037.84,46.02,Punjab,2003,Kharif     ,2614000.0,9656000,258733720.0,627360.0,3.678235294
sesamum,150,50,40,8.0,24.13,1037.84,46.02,Punjab,2003,Kharif     ,10600.0,3600,1049188.0,2544.0,0.269166667
sugarcane,150,50,40,8.0,24.13,1037.84,46.02,Punjab,2003,Whole Year ,123000.0,6620000,12174540.0,29520.0,54.72
sunflower,150,50,40,8.0,24.13,1037.84,46.02,Punjab,2003,Rabi       ,20000.0,34000,1979600.0,4800.0,1.78875
urad,150,50,40,8.0,24.13,1037.84,46.02,Punjab,2003,Kharif     ,5200.0,2200,514696.0,1248.0,0.641428571
wheat,150,50,40,8.0,24.13,1037.84,46.02,Punjab,2003,Rabi       ,3444000.0,14489000,340887120.0,826560.0,4.166470588
arhar/tur,120,45,35,7.6,25.86,803.3,50.49,Uttar Pradesh,2003,Kharif     ,360467.0,395677,35679023.66,86512.08,0.988285714
bajra,120,45,35,7.6,25.86,803.3,50.49,Uttar Pradesh,2003,Kharif     ,924202.0,1188103,91477513.96,221808.48,1.237352941
barley,120,45,35,7.6,25.86,803.3,50.49,Uttar Pradesh,2003,Rabi       ,233928.0,516818,23154193.44,56142.72,2.085142857
gram,120,45,35,7.6,25.86,803.3,50.49,Uttar Pradesh,2003,Rabi       ,771682.0,800270,76381084.36,185203.68,1.042714286
groundnut,120,45,35,7.6,25.86,803.3,50.49,Uttar Pradesh,2003,Kharif     ,85143.0,56879,8427454.14,20434.32,0.706610169
jowar,120,45,35,7.6,25.86,803.3,50.49,Uttar Pradesh,2003,Kharif     ,300167.0,298075,29710529.66,72040.08,1.01469697
linseed,120,45,35,7.6,25.86,803.3,50.49,Uttar Pradesh,2003,Rabi       ,36435.0,17968,3606336.3,8744.4,0.5034
maize,120,45,35,7.6,25.86,803.3,50.49,Uttar Pradesh,2003,Kharif     ,817385.0,1117621,80904767.3,196172.4,1.296
maize,120,45,35,7.6,25.86,803.3,50.49,Uttar Pradesh,2003,Rabi       ,4172.0,5704,412944.56,1001.28,1.348888889
maize,120,45,35,7.6,25.86,803.3,50.49,Uttar Pradesh,2003,Summer     ,20641.0,28216,2043046.18,4953.84,1.362166667
masoor,120,45,35,7.6,25.86,803.3,50.49,Uttar Pradesh,2003,Rabi       ,571992.0,515023,56615768.16,137278.08,0.887142857
moong(green_gram),120,45,35,7.6,25.86,803.3,50.49,Uttar Pradesh,2003,Kharif     ,35227.0,8228,3486768.46,8454.48,0.2940625
moong(green_gram),120,45,35,7.6,25.86,803.3,50.49,Uttar Pradesh,2003,Summer     ,34070.0,18128,3372248.6,8176.8,0.556911765
moth,120,45,35,7.6,25.86,803.3,50.49,Uttar Pradesh,2003,Kharif     ,379.0,146,37513.42,90.96,0.388947368
onion,120,45,35,7.6,25.86,803.3,50.49,Uttar Pradesh,2003,Rabi       ,8781.0,126033,869143.38,2107.44,14.35414286
onion,120,45,35,7.6,25.86,803.3,50.49,Uttar Pradesh,2003,Summer     ,11390.0,112405,1127382.2,2733.6,9.894202899
peas_&_beans_(pulses),120,45,35,7.6,25.86,803.3,50.49,Uttar Pradesh,2003,Rabi       ,399208.0,547690,39513607.84,95809.92,1.357
potato,120,45,35,7.6,25.86,803.3,50.49,Uttar Pradesh,2003,Whole Year ,441796.0,9540059,43728968.08,106031.04,19.60414286
ragi,120,45,35,7.6,25.86,803.3,50.49,Uttar Pradesh,2003,Rabi       ,221.0,323,21874.58,53.04,1.423
rapeseed_&mustard,120,45,35,7.6,25.86,803.3,50.49,Uttar Pradesh,2003,Rabi       ,536115.0,533534,53064662.7,128667.6,0.845571429
rice,120,45,35,7.6,25.86,803.3,50.49,Uttar Pradesh,2003,Kharif     ,5719933.0,12476923,566158968.3,1372783.92,2.066285714
