label,n,p,k,ph,temperature,rainfall,humidity,soil_moisture,soil_type,organic_carbon,sunlight_hours,wind_speed,region,altitude,season,irrigation_type,fertilizer,pesticide,yield
potato,142,40,83,6.49,15.95,535.74,64.14,18.75,Loamy,1.18,7.67,8.13,South,726,Zaid,Sprinkler,318.71,8.1,24.11
potato,72,46,109,5.24,34.8,1731.64,69.52,33.93,Silt,0.4,7.74,16.36,Central,1972,Zaid,Drip,123.66,21.29,22.07
potato,39,23,106,7.07,31.99,774.94,47.78,39.34,Silt,1.3,9.43,4.93,Central,675,Kharif,Sprinkler,252.32,22.72,26.36
potato,160,58,28,5.62,36.75,2667.04,33.94,16.44,Loamy,0.92,5.94,17.71,East,2167,Rabi,Rainfed,194.68,16.27,25.82
potato,147,97,62,7.73,19.64,1467.1,59.87,40.69,Sandy,0.48,5.9,3.91,North,1223,Rabi,Drip,175.05,20.42,25.39
potato,172,30,84,7.61,12.46,1768.35,69.11,37.61,Loamy,1.25,7.49,9.77,East,190,Zaid,Canal,171.99,19.01,24.5
potato,53,88,74,5.35,11.63,2083.26,63.7,41.62,Clay,1.09,10.29,14.1,West,1015,Kharif,Rainfed,244.24,1.4,25.84
potato,93,80,106,6.42,37.18,1770.06,66.89,54.26,Loamy,1.11,9.61,10.45,West,545,Kharif,Drip,289.81,15.88,29.14
potato,129,32,109,5.68,36.41,589.38,67.41,40.72,Clay,0.95,10.37,13.52,North,1123,Zaid,Rainfed,294.98,7.59,24.48
potato,55,74,145,5.18,35.36,1394.98,76.45,29.47,Loamy,0.44,7.49,14.79,South,100,Rabi,Drip,181.49,4.04,23.77
potato,168,85,67,5.09,34.67,2042.04,69.43,31.43,Clay,1.0,6.74,2.18,West,2151,Rabi,Sprinkler,74.1,2.03,22.65
potato,151,75,128,7.18,38.47,1464.33,52.68,58.34,Loamy,0.75,9.85,8.26,South,123,Rabi,Sprinkler,319.55,4.47,26.44
potato,178,82,104,6.96,10.68,956.85,52.6,50.28,Silt,0.57,7.25,3.1,South,1341,Kharif,Drip,300.03,17.42,28.25
potato,30,88,20,4.86,15.57,1332.81,78.41,61.89,Silt,0.52,6.4,17.79,Central,150,Rabi,Canal,206.65,7.03,22.83
potato,174,34,106,5.67,38.32,488.58,38.74,61.27,Sandy,1.34,6.37,12.58,Central,323,Kharif,Sprinkler,165.56,18.87,25.08
potato,177,72,94,7.82,29.78,2310.23,48.51,42.73,Sandy,0.46,8.24,14.79,Central,1996,Kharif,Drip,297.91,15.67,25.4
potato,44,99,116,5.76,28.92,2344.66,74.49,64.06,Loamy,0.72,5.92,4.18,West,163,Zaid,Drip,345.04,2.07,28.75
potato,168,38,92,5.14,27.31,2409.36,89.79,20.78,Silt,0.81,9.06,13.35,North,1033,Rabi,Drip,264.44,17.03,26.19
potato,155,55,141,5.76,14.67,2276.8,30.91,32.6,Sandy,1.54,9.31,4.52,South,2064,Rabi,Rainfed,330.01,4.35,27.32
potato,44,20,44,7.57,14.76,2167.82,80.98,21.03,Sandy,0.8,4.37,1.72,Central,988,Rabi,Drip,319.02,5.93,25.05
potato,75,22,110,7.0,25.23,755.08,44.83,43.28,Sandy,0.53,7.65,15.82,Central,1988,Zaid,Sprinkler,203.56,24.46,23.73
potato,114,27,148,6.2,11.35,960.96,85.93,48.66,Silt,0.99,9.31,14.69,Central,487,Zaid,Rainfed,297.0,7.11,24.82
potato,83,77,141,7.26,15.03,2467.57,75.33,26.96,Clay,0.75,7.42,17.14,West,906,Zaid,Drip,90.54,0.05,24.85
potato,179,46,101,7.72,14.12,1591.01,55.97,47.24,Loamy,0.56,5.65,12.98,South,934,Kharif,Rainfed,246.64,14.26,27.53
potato,56,15,23,7.17,38.92,2432.6,71.3,38.24,Sandy,1.51,4.58,11.39,West,1439,Rabi,Drip,235.58,18.54,24.86
potato,66,17,142,6.98,36.05,944.01,62.67,48.0,Loamy,1.09,5.21,9.2,East,651,Zaid,Canal,71.35,5.46,23.69
potato,64,60,89,7.67,36.12,1634.64,81.99,39.7,Clay,0.96,4.54,12.07,Central,127,Kharif,Drip,190.17,0.64,23.85
potato,148,42,104,7.4,38.88,2468.5,82.72,43.13,Clay,1.16,5.1,3.83,East,76,Rabi,Drip,112.32,2.11,23.06
potato,129,27,107,6.39,23.61,2365.94,79.71,51.74,Loamy,0.81,8.9,8.9,Central,845,Kharif,Rainfed,166.85,19.56,25.68
potato,173,81,104,7.96,16.62,2001.87,73.27,23.56,Loamy,0.95,5.05,11.23,East,979,Rabi,Drip,83.49,15.57,24.07
potato,31,71,62,5.03,15.12,1373.26,33.15,55.71,Sandy,0.54,8.59,8.14,Central,617,Rabi,Rainfed,199.43,21.61,24.37
potato,135,79,137,7.88,34.26,2505.03,80.55,36.28,Clay,0.67,7.47,3.73,South,1562,Zaid,Sprinkler,160.2,22.9,24.08
potato,155,47,85,4.89,20.4,1804.36,71.14,23.07,Loamy,0.88,6.06,6.24,West,1562,Rabi,Sprinkler,150.73,3.08,22.77
potato,90,55,77,5.54,14.57,1922.72,76.6,45.87,Clay,0.54,4.55,1.67,Central,496,Rabi,Rainfed,136.82,0.51,23.04
potato,102,82,149,5.09,26.1,2763.62,86.48,22.33,Silt,0.81,5.98,4.32,Central,23,Kharif,Rainfed,73.12,0.21,25.48
potato,147,16,143,6.72,10.81,841.87,74.56,24.05,Sandy,1.06,4.13,14.69,South,1001,Kharif,Canal,267.08,20.84,25.2
potato,86,56,108,5.05,26.03,2630.5,35.75,40.22,Silt,1.33,4.5,10.25,North,2067,Zaid,Canal,93.15,22.71,25.55
potato,84,49,78,6.79,25.18,2141.68,37.57,46.02,Sandy,0.91,9.06,12.24,South,1444,Zaid,Rainfed,79.95,16.47,23.91
potato,74,99,47,8.19,35.03,479.58,60.29,32.17,Sandy,1.24,7.67,14.53,Central,349,Kharif,Drip,84.75,22.0,22.69
potato,30,80,81,5.39,25.28,480.25,70.72,39.82,Clay,1.25,7.13,8.99,South,524,Rabi,Rainfed,119.58,18.85,21.87
potato,33,85,140,5.28,26.67,1970.32,37.36,31.01,Sandy,1.39,5.4,1.78,East,1685,Zaid,Canal,80.21,12.65,24.07
potato,137,15,52,7.02,15.31,892.55,34.84,50.88,Sandy,0.88,7.34,16.53,East,227,Kharif,Sprinkler,128.91,11.58,23.05
potato,158,83,24,5.25,14.91,2069.98,82.14,17.58,Sandy,0.68,6.62,6.5,Central,958,Zaid,Rainfed,230.19,19.76,22.43
potato,88,46,108,8.0,27.02,1524.97,68.77,20.09,Clay,0.45,8.65,13.44,Central,1384,Rabi,Canal,302.69,2.82,25.24
potato,66,87,98,7.8,30.9,548.64,50.97,32.81,Loamy,0.82,9.15,15.99,West,735,Rabi,Rainfed,268.37,9.01,23.63
potato,129,85,63,6.83,33.2,2499.15,79.92,24.94,Clay,0.77,10.25,12.35,North,56,Zaid,Canal,190.75,6.55,25.92
potato,151,82,144,5.01,36.78,1956.08,71.84,22.91,Loamy,0.75,7.6,13.73,Central,68,Rabi,Drip,263.12,18.54,24.65
potato,179,94,137,5.45,25.58,1528.67,69.97,19.34,Silt,1.24,7.85,2.88,West,853,Zaid,Rainfed,205.37,17.65,26.17
potato,142,62,109,6.54,23.04,2014.83,35.96,15.36,Loamy,0.58,9.5,6.78,East,1585,Zaid,Rainfed,319.94,19.14,26.97
potato,90,25,100,6.42,32.66,1261.68,33.57,52.55,Silt,0.37,7.43,13.14,North,1207,Rabi,Sprinkler,112.19,0.37,25.04
potato,59,48,121,5.49,17.28,1005.65,35.11,63.26,Silt,0.65,8.98,9.37,South,1365,Rabi,Drip,183.75,9.57,24.09
potato,154,88,109,5.5,17.28,1150.07,65.17,28.35,Sandy,0.91,8.54,4.46,West,1954,Zaid,Rainfed,204.92,21.65,25.6
potato,83,66,140,8.16,20.01,361.23,33.46,39.72,Loamy,0.58,8.42,9.75,East,161,Rabi,Sprinkler,285.05,9.61,24.55
potato,116,69,79,7.87,27.71,1465.56,59.49,49.15,Silt,1.13,5.81,9.84,East,1644,Zaid,Canal,320.65,12.21,25.95
potato,111,22,48,7.67,37.7,1251.47,81.92,50.22,Sandy,0.94,7.57,7.98,North,427,Zaid,Drip,217.04,21.76,24.52
potato,94,91,109,6.92,15.76,2423.58,47.62,58.2,Loamy,1.34,9.47,10.86,North,2123,Kharif,Canal,156.59,23.32,25.23
potato,45,16,36,6.07,37.37,1362.61,61.31,54.06,Loamy,1.12,9.23,4.85,Central,1599,Zaid,Rainfed,85.42,22.53,22.58
potato,54,90,137,7.87,25.4,1250.08,71.39,15.83,Loamy,1.42,9.02,15.37,South,1773,Rabi,Rainfed,294.81,20.5,25.34
potato,31,55,77,6.93,28.92,2727.64,57.84,31.53,Sandy,1.54,5.52,3.0,South,691,Kharif,Drip,96.59,6.39,23.72
potato,160,22,43,7.48,10.12,2539.99,67.82,56.69,Silt,1.1,5.29,13.19,Central,655,Zaid,Canal,174.26,0.41,25.57
potato,37,80,29,6.22,12.18,617.69,41.76,61.44,Loamy,0.3,10.47,8.52,Central,832,Zaid,Canal,281.16,17.29,24.07
potato,157,33,33,8.03,32.46,2574.3,89.52,19.65,Clay,0.87,6.92,3.16,East,806,Zaid,Sprinkler,228.1,18.51,26.42
potato,66,97,141,6.76,39.19,2223.62,47.03,47.64,Loamy,1.33,7.6,13.44,West,1181,Rabi,Drip,91.83,16.13,24.77
potato,100,64,91,7.01,17.41,1573.54,30.21,52.31,Sandy,1.41,7.12,15.16,East,179,Kharif,Sprinkler,295.22,15.29,24.36
potato,40,70,124,7.66,33.75,2272.73,79.84,21.57,Clay,0.38,7.07,9.83,Central,2020,Rabi,Sprinkler,113.17,21.48,25.11
potato,97,21,51,7.5,20.98,777.65,77.32,30.0,Loamy,1.18,8.81,9.48,North,505,Kharif,Drip,105.66,19.05,22.48
potato,121,72,114,7.67,26.01,745.77,55.95,27.54,Loamy,1.02,10.21,17.68,South,504,Zaid,Sprinkler,222.72,17.0,22.73
potato,88,94,64,7.29,26.33,2310.9,57.82,43.84,Sandy,0.61,6.92,10.27,North,1856,Kharif,Sprinkler,337.93,24.45,26.38
potato,62,50,35,5.53,31.17,990.26,65.46,22.0,Sandy,0.45,5.9,3.51,South,1955,Zaid,Sprinkler,104.29,21.92,21.64
potato,107,24,34,6.02,18.54,2436.3,73.02,39.05,Loamy,1.04,8.92,17.45,East,278,Rabi,Rainfed,329.64,17.85,25.19
potato,81,23,88,8.19,23.95,1490.52,46.73,16.23,Loamy,1.56,4.45,13.39,South,942,Rabi,Rainfed,292.74,4.52,24.33
potato,58,56,148,6.15,27.6,480.04,42.51,25.51,Silt,0.83,7.47,11.55,Central,501,Zaid,Canal,146.69,1.87,23.56
potato,171,20,72,6.6,14.17,424.14,33.27,57.0,Silt,1.46,6.08,1.17,Central,1226,Zaid,Drip,343.7,3.37,26.96
potato,123,29,107,6.21,14.32,1981.89,50.88,21.67,Clay,1.18,9.4,4.09,West,731,Rabi,Drip,75.16,23.06,23.44
potato,127,66,135,6.65,33.83,1609.8,47.94,52.22,Clay,1.11,8.99,13.21,East,1990,Kharif,Drip,214.53,21.58,26.52
potato,31,29,97,6.71,12.73,1494.41,83.14,51.24,Clay,0.43,7.54,8.36,West,1192,Zaid,Sprinkler,183.02,18.57,24.52
potato,152,64,24,4.97,31.61,2737.39,36.76,20.85,Clay,0.69,6.79,7.76,South,1136,Rabi,Canal,284.89,22.07,25.41
potato,88,61,39,5.93,10.17,858.02,67.67,61.22,Sandy,0.33,5.22,17.95,East,519,Kharif,Drip,208.52,22.69,26.21
potato,33,76,104,8.15,38.35,2165.24,57.59,47.74,Loamy,1.23,4.29,5.93,West,747,Kharif,Sprinkler,136.96,21.52,25.93
potato,118,42,29,5.82,38.9,1883.36,76.04,30.88,Clay,1.16,5.13,12.93,Central,1929,Kharif,Canal,208.84,23.63,25.78
potato,150,78,97,6.16,25.97,1627.34,47.8,24.26,Sandy,1.46,5.35,16.43,Central,2074,Zaid,Drip,213.98,13.47,23.51
potato,107,29,132,4.9,13.81,2612.26,87.75,47.66,Silt,0.92,7.28,2.96,Central,653,Zaid,Canal,228.01,19.23,25.38
potato,120,50,98,5.17,28.36,2111.46,63.01,52.29,Sandy,1.28,8.97,9.49,South,1703,Kharif,Canal,97.78,14.16,24.07
potato,124,39,52,5.72,18.99,2520.36,74.18,38.19,Clay,1.2,4.95,3.77,South,1609,Kharif,Rainfed,128.6,0.42,25.52
potato,106,43,125,6.88,12.01,1196.98,66.42,40.81,Silt,0.55,9.96,3.67,West,2103,Zaid,Canal,285.07,3.47,24.95
potato,67,92,99,6.49,33.81,2414.71,38.1,56.03,Sandy,1.1,8.24,10.83,South,816,Kharif,Rainfed,321.04,15.16,30.27
potato,104,89,78,6.25,34.01,1949.39,83.33,32.48,Silt,1.41,6.09,2.3,South,1966,Rabi,Rainfed,111.35,1.77,23.99
potato,159,32,30,7.83,12.74,1919.75,83.76,34.21,Loamy,1.02,4.81,2.78,Central,1955,Rabi,Rainfed,166.63,23.93,23.01
potato,99,26,31,4.83,25.49,528.7,70.29,31.94,Sandy,0.55,7.22,16.62,North,1838,Rabi,Sprinkler,257.48,9.08,23.33
potato,101,67,140,5.43,38.45,809.28,41.13,26.14,Silt,0.94,8.43,7.83,North,1038,Rabi,Canal,93.54,4.61,24.3
potato,53,87,93,7.64,37.15,758.42,70.61,49.02,Loamy,1.17,4.82,14.74,East,884,Zaid,Sprinkler,285.64,8.88,25.25
potato,166,49,142,5.62,30.92,1766.2,80.72,47.63,Sandy,0.43,7.33,2.76,East,1090,Kharif,Drip,129.24,10.06,24.91
potato,111,86,85,5.2,24.53,2597.28,40.68,29.51,Clay,0.79,7.04,6.11,Central,187,Kharif,Sprinkler,85.8,24.18,25.76
potato,86,56,25,5.31,25.89,2142.53,57.4,54.01,Sandy,0.52,6.26,12.51,Central,824,Kharif,Rainfed,343.2,16.32,25.42
potato,179,58,122,6.95,33.39,920.53,57.49,57.91,Clay,1.0,7.29,16.68,North,366,Zaid,Sprinkler,154.16,5.06,25.3
potato,42,44,106,6.4,13.63,968.39,43.3,32.54,Loamy,1.3,5.81,3.62,South,1055,Rabi,Rainfed,159.68,16.11,23.51
potato,51,71,58,5.22,30.45,1742.39,37.46,16.76,Sandy,1.48,7.99,13.72,West,477,Kharif,Drip,348.18,0.98,25.92
potato,34,71,67,8.08,34.26,1829.29,87.85,19.49,Silt,0.77,6.41,15.59,East,1620,Zaid,Drip,200.03,9.77,23.58
potato,100,86,45,6.53,18.68,2449.83,50.43,38.77,Clay,1.23,8.76,3.48,South,1231,Kharif,Sprinkler,225.33,23.07,27.91
potato,89,83,100,5.0,17.29,977.44,52.99,60.41,Silt,0.68,5.46,7.8,East,1777,Rabi,Canal,100.66,6.41,24.02
potato,36,43,146,7.42,17.52,539.84,68.32,45.07,Clay,1.24,6.32,10.32,West,502,Kharif,Rainfed,243.71,14.09,23.38
potato,62,81,114,4.8,12.91,523.92,87.09,58.03,Sandy,1.32,5.81,10.1,Central,1317,Rabi,Rainfed,325.86,6.04,25.26
potato,81,47,26,7.18,17.93,2428.86,73.09,47.97,Loamy,0.96,6.12,12.15,East,726,Kharif,Rainfed,164.21,3.61,25.03
potato,175,27,144,8.0,33.85,2374.68,64.39,32.02,Loamy,0.46,6.31,16.65,West,291,Kharif,Rainfed,304.55,24.12,24.51
potato,88,59,87,5.28,38.29,2092.18,83.03,56.77,Sandy,0.44,9.52,9.0,West,727,Kharif,Rainfed,87.15,3.23,24.42
potato,126,41,61,8.18,28.12,529.29,53.62,28.64,Silt,1.1,4.83,5.34,North,240,Rabi,Sprinkler,228.48,23.62,22.13
potato,136,69,148,7.75,19.5,2683.17,50.17,26.03,Sandy,0.84,4.69,8.81,South,1595,Rabi,Drip,348.39,6.07,27.57
potato,47,81,72,6.96,29.85,341.73,58.55,18.43,Clay,0.35,7.18,11.85,South,2066,Kharif,Drip,151.44,1.97,23.44
potato,135,89,106,6.24,26.79,2719.12,79.26,55.52,Silt,0.59,4.34,6.56,South,1170,Zaid,Rainfed,87.01,16.67,26.41
potato,83,60,132,7.15,34.02,2438.83,58.32,39.06,Clay,1.1,6.61,15.4,East,1237,Kharif,Sprinkler,147.35,3.58,24.71
potato,64,72,47,5.87,18.1,564.51,76.85,37.77,Sandy,0.88,9.27,15.72,North,767,Kharif,Rainfed,197.77,8.97,23.93
potato,54,41,147,6.2,35.0,885.42,76.01,37.27,Sandy,0.75,5.19,7.17,North,1021,Zaid,Sprinkler,76.23,24.0,24.31
potato,160,93,146,4.84,32.03,367.37,68.94,31.55,Sandy,1.32,6.5,17.6,South,1123,Kharif,Drip,201.19,23.28,22.0
potato,93,97,38,5.65,28.67,1401.03,55.07,63.44,Sandy,1.29,6.48,16.78,West,1740,Zaid,Drip,286.94,10.5,24.43
potato,64,20,120,5.82,23.64,511.85,60.73,42.11,Clay,0.53,8.22,2.52,East,1213,Zaid,Rainfed,200.82,5.33,25.44
potato,42,56,94,5.27,34.25,2230.22,39.65,34.2,Sandy,1.24,4.9,2.77,North,527,Kharif,Drip,344.89,13.77,27.36
potato,44,18,117,7.31,39.89,2692.06,63.63,20.33,Clay,1.01,7.84,14.65,North,695,Zaid,Canal,272.69,1.15,26.29
potato,134,63,22,7.96,27.89,451.04,80.12,55.61,Clay,0.56,10.76,1.44,East,277,Kharif,Canal,280.02,3.6,23.93
potato,154,35,79,6.81,24.92,1154.44,86.13,53.66,Sandy,1.2,10.17,1.74,East,1306,Rabi,Canal,154.0,3.08,25.59
potato,173,72,77,6.08,11.02,2671.57,57.48,24.16,Sandy,0.74,4.44,4.73,Central,2008,Zaid,Drip,178.1,3.65,27.49
potato,175,53,92,4.94,21.33,527.36,77.83,31.03,Loamy,1.07,8.02,10.82,South,6,Rabi,Sprinkler,252.4,18.42,23.43
potato,166,71,59,6.61,12.22,2224.35,74.42,44.88,Sandy,0.86,8.32,15.3,South,1081,Rabi,Drip,248.94,7.14,28.77
potato,126,69,47,5.51,35.79,2508.7,37.41,19.8,Silt,0.88,6.89,4.68,East,1334,Kharif,Rainfed,108.9,11.26,24.35
potato,84,30,112,6.88,24.31,551.09,78.49,58.78,Silt,1.26,4.24,3.33,South,2144,Kharif,Drip,248.86,17.28,25.26
potato,106,51,117,6.99,39.88,969.14,39.75,41.66,Silt,0.59,9.56,7.24,West,297,Kharif,Drip,313.56,12.23,25.13
potato,122,24,97,8.19,29.08,2688.0,40.88,39.4,Loamy,0.75,6.05,14.19,Central,957,Kharif,Rainfed,265.43,2.41,26.1
potato,109,58,33,7.8,33.06,1074.24,58.92,15.92,Loamy,0.52,8.08,5.08,West,620,Kharif,Sprinkler,324.96,17.68,24.49
potato,78,26,106,7.44,11.09,518.51,87.49,17.36,Loamy,0.77,5.22,17.52,North,109,Rabi,Sprinkler,202.19,23.65,22.62
potato,55,71,99,5.89,13.4,1625.93,45.07,62.73,Loamy,1.44,4.95,1.64,East,1807,Kharif,Rainfed,318.89,8.43,26.31
potato,158,23,27,4.9,25.68,2419.4,58.27,29.68,Silt,0.47,8.51,17.76,East,1197,Kharif,Drip,347.33,16.79,26.86
potato,140,76,86,7.36,35.1,1230.9,53.41,45.57,Silt,1.44,7.48,17.9,West,169,Kharif,Rainfed,223.92,14.16,24.66
potato,149,77,74,5.73,26.05,702.8,78.28,64.64,Sandy,1.11,8.81,14.22,West,448,Kharif,Drip,105.01,9.85,23.82
potato,67,69,56,5.31,10.79,669.97,57.36,22.06,Clay,0.8,6.12,14.97,North,2127,Rabi,Rainfed,170.87,19.36,22.89
potato,131,23,146,4.84,37.81,802.02,41.32,41.34,Silt,1.45,6.11,7.01,South,697,Rabi,Sprinkler,257.42,0.09,24.28
potato,73,50,69,5.57,33.01,2367.31,45.37,21.64,Loamy,0.38,9.51,8.14,West,513,Zaid,Sprinkler,232.5,5.82,25.93
potato,58,74,112,5.63,20.83,1105.49,49.96,16.0,Sandy,0.82,6.06,13.38,East,802,Zaid,Rainfed,294.1,12.86,25.75
potato,156,62,78,6.03,35.64,2184.95,43.32,62.37,Sandy,1.18,4.59,17.65,South,1599,Zaid,Sprinkler,62.3,15.26,24.38
potato,42,78,121,5.85,23.62,1493.85,88.87,55.87,Sandy,1.41,10.51,8.4,Central,1736,Rabi,Rainfed,188.44,19.28,26.12
potato,122,50,30,7.76,36.27,2394.77,39.89,54.05,Silt,0.51,4.21,4.48,North,2023,Kharif,Sprinkler,328.39,5.55,26.98
potato,40,60,113,6.87,26.75,2168.04,63.81,42.94,Loamy,0.62,6.89,2.29,Central,1938,Kharif,Sprinkler,122.19,21.95,25.92
potato,116,98,112,6.23,29.51,920.26,87.99,54.17,Clay,1.02,10.9,4.9,East,1464,Kharif,Rainfed,258.95,0.51,24.99
potato,135,42,34,5.4,27.1,1539.59,34.42,38.61,Loamy,0.85,8.33,9.92,East,2035,Rabi,Drip,270.08,12.39,25.8
potato,77,23,92,5.05,10.45,1300.79,35.52,32.55,Clay,0.53,8.21,2.19,Central,668,Rabi,Sprinkler,60.77,17.67,22.22
potato,49,23,100,6.32,37.28,1029.0,54.6,54.85,Silt,1.41,5.32,1.39,Central,714,Kharif,Drip,327.51,22.68,28.37
potato,170,69,56,5.78,18.71,344.17,77.46,56.14,Clay,1.08,6.21,7.93,South,1584,Zaid,Rainfed,267.16,2.78,24.36
potato,157,27,44,8.19,23.01,643.53,40.21,43.61,Sandy,0.99,5.96,13.38,West,785,Rabi,Drip,310.75,9.76,24.75
potato,167,47,96,7.87,14.13,1010.1,61.53,46.25,Loamy,1.41,10.27,12.27,South,1585,Zaid,Drip,295.41,22.62,24.96
potato,113,21,82,7.42,21.63,2504.5,71.31,18.44,Silt,1.2,6.53,3.25,South,624,Kharif,Rainfed,130.76,17.18,26.18
potato,154,91,130,5.44,12.55,1205.64,40.59,39.07,Silt,0.82,7.36,9.04,West,2006,Kharif,Drip,244.15,13.34,26.66
potato,99,74,110,5.22,27.56,569.36,72.18,34.21,Loamy,0.61,4.96,11.6,West,1700,Rabi,Canal,134.85,8.93,23.6
potato,168,20,135,6.95,15.48,500.88,88.32,57.59,Clay,0.66,10.49,5.71,North,772,Zaid,Rainfed,173.8,4.78,25.51
potato,117,60,146,6.5,19.5,1795.15,39.09,47.51,Sandy,0.57,4.78,7.65,South,250,Zaid,Drip,89.22,16.2,25.32
potato,41,81,25,7.82,34.56,632.8,84.11,39.21,Sandy,1.46,4.4,2.93,West,716,Rabi,Canal,73.42,24.14,21.6
potato,143,75,147,6.24,20.31,2321.8,76.92,54.02,Clay,1.47,7.82,4.25,East,1828,Rabi,Canal,220.8,2.1,28.39
potato,124,27,45,7.31,11.45,2181.76,46.96,57.73,Loamy,0.32,10.66,8.6,South,1866,Kharif,Rainfed,161.96,12.12,25.12
potato,121,84,106,6.32,18.62,1963.67,74.61,23.59,Silt,1.27,5.06,13.8,Central,254,Kharif,Drip,218.57,12.53,27.23
potato,162,50,65,5.81,33.6,1355.71,48.43,51.98,Loamy,1.41,10.39,7.11,North,439,Zaid,Drip,282.42,15.32,26.96
potato,134,55,32,8.06,19.95,1052.52,49.09,29.8,Sandy,0.71,7.34,9.45,South,445,Zaid,Sprinkler,319.16,13.5,24.19
potato,78,94,106,7.0,25.61,713.94,65.28,64.81,Sandy,1.38,8.04,8.44,East,788,Rabi,Rainfed,115.3,4.83,23.66
potato,174,16,48,5.18,37.85,2387.92,57.09,61.93,Clay,1.53,7.04,13.12,East,154,Rabi,Drip,137.5,7.57,24.65
potato,116,16,84,6.43,13.34,2036.67,51.56,32.84,Clay,1.46,10.12,15.94,North,2080,Zaid,Canal,229.49,22.74,24.65
potato,116,86,143,7.53,11.28,705.3,43.39,23.78,Clay,0.77,7.58,15.27,East,1741,Rabi,Drip,190.03,0.61,23.55
potato,71,69,43,6.25,15.22,519.88,59.72,51.06,Loamy,1.33,10.79,14.41,Central,1853,Zaid,Canal,207.95,20.64,25.66
potato,65,58,90,6.6,14.51,1461.65,53.19,58.3,Loamy,1.35,9.0,7.07,East,2033,Kharif,Drip,300.67,11.95,26.92
potato,124,88,123,8.05,21.06,2151.77,89.09,54.44,Silt,0.56,6.02,13.15,South,1047,Zaid,Sprinkler,180.18,23.96,25.78
potato,99,65,63,7.0,21.43,2192.01,54.71,38.14,Sandy,1.17,10.51,11.1,West,758,Zaid,Canal,337.97,24.29,27.82
potato,109,72,119,5.73,36.85,467.41,88.11,50.16,Clay,0.9,9.5,16.7,Central,1167,Rabi,Canal,258.02,5.08,23.97
potato,71,55,109,5.63,37.0,1528.53,49.89,57.19,Loamy,0.54,7.71,9.39,South,1551,Kharif,Sprinkler,290.71,3.31,26.49
potato,102,61,125,6.62,27.16,906.46,30.63,57.52,Silt,1.35,4.8,8.41,West,1473,Zaid,Rainfed,247.11,9.21,25.43
potato,83,20,115,6.82,25.16,2095.14,77.73,30.68,Silt,0.94,8.33,5.71,East,925,Rabi,Drip,181.08,20.16,23.83
potato,47,67,93,7.63,26.0,599.43,39.46,54.09,Silt,0.92,9.41,1.75,North,915,Zaid,Drip,232.26,22.07,23.0
potato,114,39,78,7.0,11.16,942.76,52.94,64.45,Clay,1.5,4.41,12.06,West,1200,Kharif,Drip,227.9,9.54,24.93
potato,54,53,134,5.83,33.18,1545.56,74.17,61.11,Silt,0.67,6.35,5.72,Central,1379,Kharif,Rainfed,79.61,3.08,24.31
potato,163,80,75,7.49,35.44,523.05,66.88,32.67,Clay,0.58,6.84,14.41,North,1877,Zaid,Sprinkler,171.82,22.63,22.82
potato,99,38,130,7.54,33.25,1995.71,46.42,56.06,Sandy,1.06,6.62,11.68,East,1092,Zaid,Rainfed,116.18,0.22,27.06
potato,122,55,107,7.99,15.3,2355.94,37.82,42.27,Silt,1.49,10.09,16.61,North,2084,Kharif,Rainfed,73.91,3.05,23.48
potato,57,52,73,6.11,33.57,2484.54,39.96,21.73,Silt,0.75,4.75,4.97,East,2075,Rabi,Rainfed,329.11,3.95,27.72
potato,153,41,47,7.08,35.87,565.46,30.15,36.79,Clay,0.54,5.47,14.83,East,973,Zaid,Sprinkler,311.94,21.11,24.56
potato,54,69,75,5.15,11.67,421.42,66.83,28.01,Sandy,1.43,10.3,11.23,North,2159,Rabi,Rainfed,99.86,14.86,20.82
potato,151,15,47,7.21,22.28,1920.43,75.21,31.41,Loamy,0.54,10.07,2.65,South,746,Rabi,Canal,75.62,7.22,24.37
potato,153,20,69,7.68,19.52,1064.62,53.49,41.94,Loamy,1.48,6.4,8.52,West,1513,Rabi,Canal,207.48,0.95,24.65
potato,89,22,56,5.65,25.27,2564.88,31.72,38.06,Sandy,0.43,7.35,6.15,North,225,Kharif,Drip,183.57,12.26,25.8
potato,92,57,101,4.91,38.45,810.28,67.21,60.75,Silt,1.31,8.05,16.73,South,1860,Kharif,Drip,329.75,3.26,25.89
potato,157,71,82,7.82,15.01,1004.97,78.84,17.88,Silt,1.37,4.88,7.37,South,1359,Kharif,Rainfed,255.83,7.84,24.37
potato,41,98,133,6.67,32.35,1891.33,59.72,34.59,Clay,1.55,6.03,14.27,South,1912,Kharif,Canal,212.41,21.08,25.48
potato,178,29,125,6.69,10.93,792.21,53.49,41.04,Silt,0.42,10.57,5.09,North,770,Rabi,Canal,132.84,0.54,24.81
potato,125,41,61,5.18,34.26,895.06,70.49,38.32,Silt,0.63,5.09,7.4,South,1562,Zaid,Canal,333.48,2.28,24.5
potato,53,22,23,5.3,29.12,1112.81,31.34,43.1,Clay,0.99,9.51,1.04,East,1878,Kharif,Canal,306.42,5.91,25.07
potato,160,94,59,7.29,37.29,2635.5,75.56,36.37,Clay,0.5,7.43,3.15,Central,1440,Zaid,Sprinkler,140.51,24.83,26.38
potato,86,62,105,5.27,38.97,2582.88,33.95,35.27,Silt,0.98,10.4,9.8,Central,848,Zaid,Drip,245.93,8.73,25.14
