label,n,p,k,ph,temperature,rainfall,humidity,soil_type
soybean,53,65,76,6.72,20.19,77.34,16.42,loamy
cassava,25,65,21,6.88,33.86,69.24,68.59,sandy loam
beans,12,61,19,5.66,19.33,68.51,24.14,clay
guinea_corn,4,20,41,6.54,24.27,104.54,93.8,sandy loam
beans,29,68,23,5.83,24.16,116.73,19.28,clay
tomatoes,111,5,52,6.14,29.88,21.0,94.04,sandy loam
orange,37,24,13,7.85,19.14,108.02,90.71,loamy
yam,38,36,21,6.56,28.03,36.12,84.88,loamy
cassava,53,67,17,7.3,31.78,61.47,69.02,sandy loam
yam,17,52,17,6.36,27.88,44.64,86.45,loamy
beans,27,72,23,5.96,19.93,64.03,21.8,clay
rice,85,58,41,7.04,21.77,226.66,80.32,clay
tomatoes,100,6,53,6.11,29.05,23.67,93.92,sandy loam
maize,79,45,20,5.72,23.81,89.96,59.25,sandy loam
rice,99,55,35,6.5,21.72,277.96,80.24,clay
tomatoes,83,7,45,6.7,29.08,25.33,90.74,sandy loam
rice,61,53,43,6.35,26.4,223.37,81.06,clay
pepper,109,21,55,6.77,24.9,57.45,89.74,loamy clay 
soybean,28,74,81,8.75,18.01,81.99,18.31,loamy
beans,3,67,24,5.52,17.0,103.29,19.91,clay
pepper,114,8,50,6.58,24.75,57.96,88.31,loamy clay 
cassava,33,75,21,6.69,33.05,62.3,68.94,sandy loam
pepper,83,22,54,6.28,25.9,54.5,81.97,loamy clay 
rice,78,43,42,7.28,21.32,192.32,83.0,clay
orange,7,16,9,7.81,18.88,114.67,92.04,loamy
tomatoes,82,26,47,6.57,28.5,24.2,93.47,sandy loam
beans,27,56,20,5.54,19.26,94.95,20.51,clay
beans,35,69,23,5.58,16.79,75.45,24.97,clay
soybean,35,57,83,7.48,19.48,80.5,17.45,loamy
maize,83,57,19,6.88,25.73,98.74,70.75,sandy loam
soybean,22,64,82,6.47,19.49,87.51,17.17,loamy
tomatoes,113,6,52,6.74,27.76,25.22,90.36,sandy loam
beans,22,60,24,5.63,18.78,104.26,20.25,clay
beans,11,72,20,5.95,19.52,113.33,24.93,clay
maize,84,44,21,5.85,21.87,107.27,61.91,sandy loam
cassava,37,62,17,7.12,25.69,74.62,69.84,sandy loam
guinea_corn,40,18,43,5.77,19.39,109.91,86.79,sandy loam
maize,60,38,17,6.47,18.42,76.41,64.24,sandy loam
orange,4,13,6,7.56,15.63,101.47,94.26,loamy
maize,89,60,19,5.91,25.19,78.07,66.69,sandy loam
guinea_corn,40,29,42,7.1,24.63,110.7,89.02,sandy loam
maize,76,39,24,7.0,24.25,64.24,55.65,sandy loam
tomatoes,98,7,45,6.16,27.79,26.85,92.51,sandy loam
maize,66,54,21,5.92,25.19,72.12,60.2,sandy loam
yam,0,49,18,6.99,29.68,41.82,87.94,loamy
guinea_corn,8,23,38,7.01,19.3,105.48,87.18,sandy loam
guinea_corn,4,18,37,7.13,22.92,106.28,85.41,sandy loam
pepper,119,19,55,6.82,25.19,46.87,83.45,loamy clay 
rice,84,51,35,6.04,22.3,197.98,80.64,clay
tomatoes,106,20,51,6.34,29.73,20.49,90.97,sandy loam
soybean,44,74,85,7.15,20.19,78.26,19.64,loamy
orange,26,11,11,7.61,13.7,106.29,90.96,loamy
yam,10,59,15,6.32,29.83,58.87,89.3,loamy
guinea_corn,25,17,40,6.61,18.91,111.28,87.75,sandy loam
cassava,44,55,25,7.42,29.63,71.16,65.91,sandy loam
maize,81,45,23,6.19,19.33,84.23,68.03,sandy loam
orange,29,25,14,7.78,30.49,113.33,90.46,loamy
yam,0,49,18,6.99,29.68,41.82,87.94,loamy
pepper,83,23,55,6.46,26.9,43.97,83.89,loamy clay 
yam,19,35,24,6.88,27.11,49.12,83.64,loamy
tomatoes,115,12,52,6.69,27.51,21.02,94.96,sandy loam
pepper,90,16,45,6.29,24.92,50.56,80.62,loamy clay 
yam,21,51,15,6.68,29.36,48.3,89.19,loamy
pepper,105,14,50,6.42,26.21,59.66,87.69,loamy clay 
rice,88,55,45,7.73,24.64,253.72,80.41,clay
pepper,111,6,53,6.31,26.49,46.06,88.59,loamy clay 
maize,87,60,23,6.44,20.27,62.5,63.91,sandy loam
yam,25,48,21,6.27,28.44,52.55,83.49,loamy
orange,18,23,8,6.41,21.49,101.48,93.44,loamy
pepper,83,25,53,6.06,26.49,57.73,80.05,loamy clay 
pepper,111,5,55,6.52,26.28,50.79,84.42,loamy clay 
beans,18,74,15,5.71,24.9,146.47,22.28,clay
pepper,108,22,46,6.12,26.18,53.33,86.73,loamy clay 
pepper,120,20,45,6.11,25.67,54.23,88.7,loamy clay 
tomatoes,115,12,52,6.69,27.51,21.02,94.96,sandy loam
soybean,20,79,77,7.65,18.55,76.33,16.03,loamy
beans,12,61,19,5.66,19.33,68.51,24.14,clay
tomatoes,120,23,55,6.73,27.84,26.48,91.61,sandy loam
tomatoes,95,13,46,6.13,29.84,23.28,93.76,sandy loam
guinea_corn,9,8,40,6.55,22.49,111.66,89.92,sandy loam
rice,83,58,45,5.88,25.76,245.66,83.52,clay
soybean,39,71,84,8.14,20.28,82.52,16.4,loamy
beans,16,75,21,5.68,18.51,87.05,23.62,clay
rice,81,53,42,5.18,23.68,233.7,81.04,clay
maize,63,35,16,6.27,22.03,83.73,65.36,sandy loam
soybean,42,74,83,7.55,19.26,65.78,14.28,loamy
cassava,28,68,19,7.7,34.64,72.43,61.39,sandy loam
soybean,37,55,82,6.42,19.46,78.45,18.02,loamy
maize,71,35,24,5.83,22.27,67.97,59.52,sandy loam
guinea_corn,13,7,43,7.01,18.2,109.66,91.12,sandy loam
orange,11,14,5,6.95,11.5,115.57,94.89,loamy
maize,77,36,23,6.65,24.71,88.45,56.73,sandy loam
cassava,58,71,15,6.92,27.83,74.01,67.59,sandy loam
maize,74,39,23,6.78,22.63,88.17,65.77,sandy loam
beans,20,73,22,5.98,16.04,130.39,22.33,clay
beans,26,65,22,5.95,17.85,143.1,18.78,clay
yam,29,45,16,6.58,28.44,43.12,87.91,loamy
rice,85,37,39,6.36,24.53,224.68,82.74,clay
maize,61,41,17,6.02,25.14,76.68,65.26,sandy loam
orange,16,29,13,6.2,32.32,117.62,93.68,loamy
soybean,32,60,83,8.83,19.69,91.76,19.44,loamy
orange,13,22,5,7.76,19.67,100.17,90.5,loamy
pepper,109,21,55,6.77,24.9,57.45,89.74,loamy clay 
maize,90,52,25,6.82,25.97,103.22,69.36,sandy loam
pepper,109,21,55,6.77,24.9,57.45,89.74,loamy clay 
orange,18,14,11,6.55,28.05,117.13,90.01,loamy
pepper,95,16,55,6.61,25.27,40.13,87.55,loamy clay 
guinea_corn,4,20,41,6.54,24.27,104.54,93.8,sandy loam
beans,26,65,22,5.95,17.85,143.1,18.78,clay
soybean,22,64,82,6.47,19.49,87.51,17.17,loamy
guinea_corn,9,8,40,6.55,22.49,111.66,89.92,sandy loam
yam,17,58,20,6.43,28.07,39.24,85.92,loamy
cassava,29,76,15,7.03,28.54,69.69,64.2,sandy loam
cassava,49,68,22,7.13,28.57,63.5,61.53,sandy loam
yam,8,45,18,7.01,27.93,43.25,85.42,loamy
pepper,95,12,51,6.68,25.76,44.22,84.17,loamy clay 
beans,26,80,18,5.58,19.33,104.78,23.33,clay
beans,40,64,16,5.93,16.43,140.37,24.24,clay
tomatoes,113,20,48,6.44,27.47,27.28,94.88,sandy loam
guinea_corn,3,26,39,7.08,24.38,103.6,91.19,sandy loam
guinea_corn,23,30,44,6.12,20.94,103.03,85.43,sandy loam
beans,22,79,17,5.91,21.42,116.52,20.4,clay
maize,76,57,18,6.09,18.98,94.26,74.53,sandy loam
orange,13,16,8,6.95,34.74,100.2,93.12,loamy
orange,26,27,10,6.08,28.07,114.13,92.91,loamy
guinea_corn,21,21,38,6.33,22.55,104.9,89.33,sandy loam
soybean,59,69,80,8.17,19.08,69.41,17.87,loamy
maize,60,46,22,6.63,24.89,87.93,65.61,sandy loam
soybean,20,79,77,7.65,18.55,76.33,16.03,loamy
soybean,34,71,79,7.73,17.93,74.64,15.86,loamy
maize,67,35,22,6.39,23.31,108.76,63.25,sandy loam
tomatoes,119,5,55,6.17,29.69,26.84,94.3,sandy loam
guinea_corn,9,25,41,5.97,24.82,109.29,91.91,sandy loam
guinea_corn,3,9,45,6.54,23.89,104.62,89.62,sandy loam
rice,85,37,39,6.36,24.53,224.68,82.74,clay
maize,75,53,18,6.86,20.69,103.65,59.44,sandy loam
rice,83,58,45,5.88,25.76,245.66,83.52,clay
guinea_corn,8,23,44,7.13,18.47,108.48,89.69,sandy loam
tomatoes,95,16,46,6.75,27.08,24.45,90.14,sandy loam
beans,9,80,19,5.95,21.81,125.1,18.57,clay
rice,76,40,43,5.07,25.16,231.38,83.12,clay
cassava,50,64,25,6.73,28.84,70.25,63.37,sandy loam
yam,27,40,24,7.06,27.84,52.85,90.0,loamy
cassava,49,72,15,7.14,31.56,74.87,67.84,sandy loam
tomatoes,101,17,47,6.19,29.49,26.31,94.73,sandy loam
rice,88,55,45,7.73,24.64,253.72,80.41,clay
tomatoes,117,25,53,6.41,29.12,24.52,92.13,sandy loam
cassava,25,62,21,7.04,26.73,67.15,68.14,sandy loam
tomatoes,95,13,46,6.13,29.84,23.28,93.76,sandy loam
yam,25,48,21,6.27,28.44,52.55,83.49,loamy
pepper,95,12,46,6.32,26.22,54.65,81.01,loamy clay 
pepper,119,19,55,6.82,25.19,46.87,83.45,loamy clay 
rice,64,45,43,5.53,25.63,209.9,83.53,clay
beans,11,71,24,5.61,21.14,141.61,22.72,clay
soybean,22,64,82,6.47,19.49,87.51,17.17,loamy
orange,0,23,15,7.6,22.57,109.86,93.37,loamy
guinea_corn,37,18,39,6.42,24.15,110.23,94.51,sandy loam
tomatoes,81,30,48,6.04,28.52,29.87,92.1,sandy loam
pepper,104,17,46,6.19,25.71,43.09,80.23,loamy clay 
beans,32,79,15,5.71,23.91,81.6,20.75,clay
yam,19,39,17,6.89,29.28,44.47,81.8,loamy
beans,5,65,16,5.87,21.33,109.1,18.49,clay
guinea_corn,13,7,43,7.01,18.2,109.66,91.12,sandy loam
beans,40,64,16,5.93,16.43,140.37,24.24,clay
tomatoes,108,26,52,6.2,28.83,26.24,94.27,sandy loam
orange,31,8,7,7.16,34.51,103.57,93.64,loamy
cassava,44,55,25,7.42,29.63,71.16,65.91,sandy loam
orange,31,25,12,7.02,18.05,111.78,90.04,loamy
orange,8,7,10,6.93,28.26,105.21,91.98,loamy
maize,99,38,21,6.35,22.88,67.73,71.6,sandy loam
maize,68,41,16,6.16,21.78,102.09,57.81,sandy loam
maize,83,45,21,5.72,18.83,79.75,58.75,sandy loam
yam,39,37,15,6.82,29.0,59.84,83.79,loamy
yam,39,37,15,6.82,29.0,59.84,83.79,loamy
yam,19,55,20,7.19,27.43,54.73,87.81,loamy
beans,34,60,23,5.66,20.13,100.05,24.97,clay
beans,11,61,21,5.53,18.62,135.34,23.02,clay
pepper,92,20,55,6.59,25.1,59.27,87.53,loamy clay 
orange,21,17,15,7.46,23.98,118.49,91.55,loamy
maize,66,53,19,6.03,23.09,65.5,60.12,sandy loam
beans,22,60,24,5.63,18.78,104.26,20.25,clay
rice,93,53,38,7.07,26.93,290.68,81.91,clay
guinea_corn,5,29,44,5.58,21.02,104.78,93.06,sandy loam
guinea_corn,21,21,38,6.33,22.55,104.9,89.33,sandy loam
tomatoes,114,27,48,6.53,27.82,26.32,93.04,sandy loam
soybean,23,62,85,8.49,18.97,80.71,19.52,loamy
orange,10,5,5,7.82,21.21,112.98,91.35,loamy
orange,18,12,8,6.21,12.59,119.39,91.82,loamy
soybean,24,55,78,6.65,17.3,75.58,15.15,loamy
yam,9,48,22,6.4,27.77,49.51,87.1,loamy
yam,30,44,16,6.44,29.73,50.92,82.89,loamy
rice,60,51,36,6.03,22.7,257.0,82.81,clay
soybean,39,71,84,8.14,20.28,82.52,16.4,loamy
beans,26,65,22,5.95,17.85,143.1,18.78,clay
beans,5,65,16,5.87,21.33,109.1,18.49,clay
soybean,26,80,83,7.53,17.08,71.31,16.15,loamy
maize,78,58,15,6.53,25.01,62.91,67.82,sandy loam
maize,63,35,16,6.27,22.03,83.73,65.36,sandy loam
yam,23,39,22,6.86,29.26,42.02,81.98,loamy
guinea_corn,25,27,41,6.92,19.2,108.04,94.28,sandy loam
rice,60,48,39,7.04,24.28,231.09,80.3,clay
yam,19,55,20,7.19,27.43,54.73,87.81,loamy
soybean,23,72,84,6.92,19.02,79.93,17.13,loamy
soybean,42,67,77,6.11,18.99,78.71,15.94,loamy
soybean,49,71,76,6.61,19.71,85.58,17.64,loamy
pepper,81,16,45,6.73,26.9,59.76,86.25,loamy clay 
cassava,58,79,17,7.04,27.25,62.32,66.1,sandy loam
yam,31,51,25,7.2,27.54,53.02,85.57,loamy
yam,25,48,21,6.27,28.44,52.55,83.49,loamy
orange,39,24,14,7.19,30.55,106.07,90.9,loamy
cassava,20,60,25,6.73,27.33,61.19,69.09,sandy loam
soybean,59,62,83,8.1,18.58,72.95,19.22,loamy
beans,40,78,20,5.67,19.19,80.15,20.83,clay
guinea_corn,36,7,37,5.78,19.87,108.32,86.36,sandy loam
guinea_corn,5,15,38,5.71,18.26,108.08,88.17,sandy loam
orange,20,23,11,6.41,31.85,109.95,90.12,loamy
maize,86,36,24,5.79,26.55,73.34,72.89,sandy loam
soybean,26,80,83,7.53,17.08,71.31,16.15,loamy
soybean,27,62,77,6.58,18.2,70.18,14.71,loamy
tomatoes,100,14,49,6.37,29.49,26.02,91.08,sandy loam
tomatoes,91,13,47,6.14,29.11,27.96,92.44,sandy loam
beans,34,66,17,5.89,18.81,125.08,21.28,clay
yam,4,59,25,6.23,27.69,54.62,81.94,loamy
soybean,57,60,84,6.59,19.1,75.49,17.26,loamy
guinea_corn,26,18,42,6.91,19.73,108.23,89.65,sandy loam
maize,76,48,18,5.78,19.3,83.21,69.63,sandy loam
orange,8,16,6,7.11,12.23,108.42,90.26,loamy
yam,28,35,22,7.16,29.53,59.87,86.73,loamy
orange,18,23,8,6.41,21.49,101.48,93.44,loamy
yam,21,38,21,6.64,29.76,37.55,86.45,loamy
maize,66,54,21,5.92,25.19,72.12,60.2,sandy loam
rice,85,52,45,7.22,26.31,265.54,82.37,clay
soybean,60,68,83,6.62,19.12,85.53,18.43,loamy
soybean,37,55,82,6.42,19.46,78.45,18.02,loamy
tomatoes,104,25,51,6.47,28.96,23.56,93.88,sandy loam
beans,27,56,22,5.83,19.92,108.64,20.7,clay
maize,96,54,22,6.96,25.7,83.21,61.33,sandy loam
beans,22,60,24,5.63,18.78,104.26,20.25,clay
yam,30,44,16,6.44,29.73,50.92,82.89,loamy
tomatoes,96,13,55,6.7,29.53,21.14,94.57,sandy loam
cassava,52,63,19,6.93,29.59,67.53,68.32,sandy loam
yam,31,37,21,6.71,27.24,37.31,86.4,loamy
orange,5,8,5,6.56,11.03,112.77,92.23,loamy
maize,76,51,18,6.25,26.17,79.85,71.96,sandy loam
orange,31,8,7,7.16,34.51,103.57,93.64,loamy
cassava,26,67,16,7.18,29.11,67.83,67.91,sandy loam
soybean,22,60,85,6.81,18.84,94.78,14.74,loamy
rice,91,53,40,5.39,26.53,264.61,81.42,clay
beans,27,64,15,5.51,20.16,138.24,24.84,clay
orange,26,11,11,7.61,13.7,106.29,90.96,loamy
soybean,39,71,84,8.14,20.28,82.52,16.4,loamy
pepper,83,29,52,6.7,25.76,46.05,87.59,loamy clay 
pepper,119,30,49,6.9,25.36,47.72,80.46,loamy clay 
maize,90,52,25,6.82,25.97,103.22,69.36,sandy loam
soybean,22,64,82,6.47,19.49,87.51,17.17,loamy
maize,70,47,17,6.6,24.61,104.16,70.42,sandy loam
pepper,101,17,55,6.45,24.37,44.64,87.13,loamy clay 
tomatoes,101,17,47,6.19,29.49,26.31,94.73,sandy loam
soybean,54,61,77,6.21,18.81,77.54,15.22,loamy
tomatoes,98,7,45,6.16,27.79,26.85,92.51,sandy loam
maize,67,35,22,6.39,23.31,108.76,63.25,sandy loam
rice,90,46,42,7.5,23.98,250.08,81.45,clay
pepper,109,21,55,6.77,24.9,57.45,89.74,loamy clay 
maize,99,50,15,5.57,18.15,88.08,71.09,sandy loam
yam,31,37,21,6.71,27.24,37.31,86.4,loamy
orange,4,6,7,6.71,23.01,112.67,91.12,loamy
beans,19,78,16,5.97,20.65,67.72,23.11,clay
rice,95,55,42,5.95,26.8,193.35,82.15,clay
orange,28,7,9,6.73,34.59,115.57,92.13,loamy
soybean,32,60,83,8.83,19.69,91.76,19.44,loamy
tomatoes,81,30,48,6.04,28.52,29.87,92.1,sandy loam
cassava,55,77,22,7.76,31.43,64.78,62.99,sandy loam
cassava,57,67,25,7.55,32.35,64.56,66.61,sandy loam
guinea_corn,30,20,38,7.06,22.6,110.09,93.16,sandy loam
rice,69,37,42,7.07,23.06,251.05,83.37,clay
yam,30,44,16,6.44,29.73,50.92,82.89,loamy
soybean,24,55,78,6.65,17.3,75.58,15.15,loamy
yam,34,59,23,6.94,28.56,56.48,83.25,loamy
orange,12,29,13,7.57,22.46,118.01,91.53,loamy
pepper,95,12,46,6.32,26.22,54.65,81.01,loamy clay 
tomatoes,85,21,47,6.19,29.87,24.7,90.61,sandy loam
maize,95,38,22,5.73,19.85,100.77,61.25,sandy loam
yam,26,54,17,6.27,28.55,49.49,88.96,loamy
guinea_corn,3,9,45,6.54,23.89,104.62,89.62,sandy loam
rice,64,45,43,5.53,25.63,209.9,83.53,clay
orange,1,15,9,7.53,29.98,115.36,94.55,loamy
soybean,42,67,77,6.11,18.99,78.71,15.94,loamy
orange,31,26,9,7.57,11.7,103.2,93.26,loamy
yam,1,59,23,7.18,27.47,43.78,87.18,loamy
soybean,28,58,81,6.18,17.48,93.35,16.54,loamy
tomatoes,120,23,55,6.73,27.84,26.48,91.61,sandy loam
yam,6,48,24,6.79,28.64,48.48,84.61,loamy
guinea_corn,26,18,42,6.91,19.73,108.23,89.65,sandy loam
orange,26,27,10,6.08,28.07,114.13,92.91,loamy
pepper,112,25,51,6.93,25.05,56.72,85.57,loamy clay 
yam,9,48,20,6.38,29.66,56.1,84.28,loamy
maize,79,45,20,5.72,23.81,89.96,59.25,sandy loam
tomatoes,113,6,52,6.74,27.76,25.22,90.36,sandy loam
tomatoes,114,27,48,6.53,27.82,26.32,93.04,sandy loam
soybean,23,62,85,8.49,18.97,80.71,19.52,loamy
rice,83,60,36,6.9,25.6,200.83,80.15,clay
soybean,52,68,78,6.9,17.49,86.05,16.96,loamy
rice,67,43,39,6.0,26.04,186.75,84.97,clay
yam,17,58,20,6.43,28.07,39.24,85.92,loamy
soybean,37,55,82,6.42,19.46,78.45,18.02,loamy
cassava,50,64,25,6.73,28.84,70.25,63.37,sandy loam
yam,0,49,18,6.99,29.68,41.82,87.94,loamy
beans,23,62,19,5.61,16.52,98.78,20.46,clay
tomatoes,100,14,49,6.37,29.49,26.02,91.08,sandy loam
orange,9,11,8,6.56,24.86,111.78,94.39,loamy
yam,22,56,17,6.89,29.88,44.75,87.33,loamy
maize,63,35,16,6.27,22.03,83.73,65.36,sandy loam
beans,9,80,19,5.95,21.81,125.1,18.57,clay
pepper,105,14,50,6.42,26.21,59.66,87.69,loamy clay 
yam,37,49,25,6.42,29.91,41.39,85.85,loamy
rice,85,37,39,6.36,24.53,224.68,82.74,clay
guinea_corn,6,18,37,5.94,19.66,108.05,89.94,sandy loam
rice,93,53,38,7.07,26.93,290.68,81.91,clay
rice,73,35,38,5.01,24.89,185.95,81.98,clay
guinea_corn,39,17,45,6.92,18.1,104.88,90.42,sandy loam
pepper,115,11,46,6.62,24.42,40.32,89.4,loamy clay 
beans,23,59,19,5.85,21.99,129.57,24.87,clay
orange,13,16,8,6.95,34.74,100.2,93.12,loamy
soybean,28,58,81,6.18,17.48,93.35,16.54,loamy
guinea_corn,29,22,40,6.15,23.63,107.68,89.73,sandy loam
orange,20,8,12,7.26,25.3,117.97,94.96,loamy
beans,6,77,25,5.79,20.61,69.64,24.36,clay
guinea_corn,11,10,45,6.4,22.63,109.04,88.46,sandy loam
yam,34,47,19,6.57,27.31,53.15,85.45,loamy
pepper,109,21,55,6.77,24.9,57.45,89.74,loamy clay 
rice,91,56,37,6.36,23.43,269.5,80.57,clay
tomatoes,107,11,54,6.09,28.59,29.44,91.34,sandy loam
beans,27,65,18,5.6,20.11,73.36,23.22,clay
yam,23,59,25,6.32,27.83,56.69,88.73,loamy
yam,8,54,20,7.03,28.33,38.8,80.77,loamy
rice,69,37,42,7.07,23.06,251.05,83.37,clay
guinea_corn,4,19,43,5.78,18.07,106.36,93.15,sandy loam
tomatoes,118,18,52,6.56,28.05,20.76,90.83,sandy loam
rice,60,55,44,7.84,23.0,263.96,82.32,clay
pepper,97,12,47,6.77,25.29,58.29,89.64,loamy clay 
pepper,101,17,55,6.45,24.37,44.64,87.13,loamy clay 
guinea_corn,8,28,37,6.08,23.88,108.31,86.21,sandy loam
maize,77,52,17,5.71,24.86,75.82,65.74,sandy loam
pepper,100,10,53,6.21,24.54,42.01,84.61,loamy clay 
maize,86,36,24,5.79,26.55,73.34,72.89,sandy loam
soybean,59,70,84,7.55,17.33,82.62,18.75,loamy
soybean,38,60,76,8.87,18.65,77.93,17.81,loamy
rice,97,50,41,7.07,24.53,260.26,80.54,clay
yam,0,49,18,6.99,29.68,41.82,87.94,loamy
soybean,52,56,85,6.82,20.12,88.68,14.44,loamy
orange,12,20,10,6.53,24.45,109.47,93.11,loamy
guinea_corn,5,13,37,5.65,22.34,103.32,89.79,sandy loam
yam,31,37,21,6.71,27.24,37.31,86.4,loamy
pepper,81,6,55,6.11,24.89,51.71,85.87,loamy clay 
rice,90,46,42,7.5,23.98,250.08,81.45,clay
pepper,105,14,50,6.42,26.21,59.66,87.69,loamy clay 
yam,5,45,21,6.49,28.36,43.05,88.01,loamy
pepper,102,28,54,6.86,25.16,55.5,80.28,loamy clay 
beans,22,60,24,5.63,18.78,104.26,20.25,clay
maize,78,58,15,6.53,25.01,62.91,67.82,sandy loam
soybean,34,71,79,7.73,17.93,74.64,15.86,loamy
tomatoes,113,6,52,6.74,27.76,25.22,90.36,sandy loam
cassava,39,73,24,7.22,25.66,69.29,61.18,sandy loam
yam,30,44,16,6.44,29.73,50.92,82.89,loamy
rice,90,44,38,7.47,23.84,241.2,83.88,clay
pepper,120,20,45,6.11,25.67,54.23,88.7,loamy clay 
cassava,42,58,25,6.51,27.46,69.46,62.9,sandy loam
beans,27,64,15,5.51,20.16,138.24,24.84,clay
orange,21,17,15,7.46,23.98,118.49,91.55,loamy
soybean,24,55,78,6.65,17.3,75.58,15.15,loamy
rice,83,60,36,6.9,25.6,200.83,80.15,clay
orange,29,11,5,7.64,23.13,104.42,91.95,loamy
beans,27,56,20,5.54,19.26,94.95,20.51,clay
soybean,48,65,78,7.86,17.44,73.09,14.34,loamy
orange,6,8,11,6.6,24.36,119.69,92.4,loamy
pepper,91,24,55,6.26,26.27,46.77,83.09,loamy clay 
rice,61,52,41,6.88,24.98,204.8,83.89,clay
orange,6,9,12,7.03,31.08,109.69,90.14,loamy
tomatoes,100,6,53,6.11,29.05,23.67,93.92,sandy loam
maize,86,36,24,5.79,26.55,73.34,72.89,sandy loam
orange,9,8,15,7.99,14.34,110.22,94.36,loamy
pepper,100,18,52,6.88,26.2,56.48,80.38,loamy clay 
orange,20,8,12,7.26,25.3,117.97,94.96,loamy
rice,60,43,44,7.42,21.02,298.4,82.95,clay
guinea_corn,40,18,43,5.77,19.39,109.91,86.79,sandy loam
yam,1,59,23,7.18,27.47,43.78,87.18,loamy
soybean,52,60,79,8.38,19.45,75.63,18.23,loamy
soybean,57,73,85,7.36,18.49,91.95,14.72,loamy
rice,65,60,43,5.66,21.97,227.36,81.9,clay
beans,9,77,17,5.78,20.12,106.16,24.45,clay
maize,81,45,23,6.19,19.33,84.23,68.03,sandy loam
tomatoes,115,18,53,6.01,29.17,22.07,94.2,sandy loam
pepper,83,9,45,6.05,25.85,46.85,89.13,loamy clay 
beans,31,75,18,5.82,15.47,88.89,21.44,clay
maize,75,56,18,5.7,19.4,60.95,62.36,sandy loam
pepper,92,20,55,6.59,25.1,59.27,87.53,loamy clay 
maize,61,44,17,6.93,26.1,102.27,71.57,sandy loam
beans,11,72,20,5.95,19.52,113.33,24.93,clay
tomatoes,114,8,52,6.42,29.34,28.23,94.55,sandy loam
orange,12,6,8,6.39,30.85,107.41,92.87,loamy
soybean,25,68,77,7.7,20.09,85.75,15.11,loamy
soybean,22,78,76,8.62,17.85,76.32,19.09,loamy
guinea_corn,32,14,37,6.83,22.73,104.68,88.49,sandy loam
tomatoes,119,5,55,6.17,29.69,26.84,94.3,sandy loam
cassava,29,63,17,7.26,30.03,66.47,67.89,sandy loam
maize,90,52,25,6.82,25.97,103.22,69.36,sandy loam
cassava,52,70,16,7.53,33.67,67.33,66.6,sandy loam
tomatoes,113,20,48,6.44,27.47,27.28,94.88,sandy loam
pepper,101,17,55,6.45,24.37,44.64,87.13,loamy clay 
beans,1,62,23,5.61,15.44,139.03,18.37,clay
maize,73,58,21,6.6,19.97,60.65,57.68,sandy loam
beans,3,77,25,5.61,24.85,62.21,22.89,clay
orange,4,23,5,7.48,22.68,110.33,93.36,loamy
beans,19,78,16,5.97,20.65,67.72,23.11,clay
soybean,40,58,75,6.17,18.59,89.61,14.78,loamy
guinea_corn,40,29,42,7.1,24.63,110.7,89.02,sandy loam
yam,30,44,16,6.44,29.73,50.92,82.89,loamy
tomatoes,102,11,47,6.5,27.99,27.15,92.78,sandy loam
soybean,39,76,76,6.14,19.97,69.16,15.57,loamy
soybean,27,79,82,6.31,17.07,70.87,17.54,loamy
yam,10,59,15,6.32,29.83,58.87,89.3,loamy
pepper,104,17,46,6.19,25.71,43.09,80.23,loamy clay 
beans,4,67,25,5.95,23.79,119.64,24.36,clay
cassava,30,64,20,6.57,33.86,68.02,61.57,sandy loam
pepper,99,5,47,6.65,24.13,51.19,84.84,loamy clay 
orange,39,9,15,7.99,25.35,116.76,91.81,loamy
maize,66,44,20,6.74,19.08,80.73,69.02,sandy loam
cassava,23,57,19,7.25,32.84,73.4,68.0,sandy loam
soybean,52,60,79,8.38,19.45,75.63,18.23,loamy
yam,27,56,20,6.42,29.21,51.54,87.11,loamy
maize,99,39,18,6.11,19.2,87.85,68.31,sandy loam
orange,29,11,5,7.64,23.13,104.42,91.95,loamy
tomatoes,104,25,51,6.47,28.96,23.56,93.88,sandy loam
soybean,34,71,79,7.73,17.93,74.64,15.86,loamy
yam,22,56,17,6.89,29.88,44.75,87.33,loamy
tomatoes,84,18,46,6.78,27.09,25.32,93.42,sandy loam
guinea_corn,19,17,39,6.73,24.72,111.28,85.56,sandy loam
soybean,57,73,85,7.36,18.49,91.95,14.72,loamy
maize,66,54,21,5.92,25.19,72.12,60.2,sandy loam
maize,60,44,23,5.72,24.79,76.73,70.05,sandy loam
beans,27,56,22,5.83,19.92,108.64,20.7,clay
pepper,91,24,55,6.26,26.27,46.77,83.09,loamy clay 
guinea_corn,29,21,45,6.75,23.41,105.22,93.13,sandy loam
orange,19,7,9,6.97,27.26,101.14,91.71,loamy
orange,27,30,5,7.66,32.72,113.33,90.55,loamy
cassava,49,68,22,7.13,28.57,63.5,61.53,sandy loam
maize,79,45,20,5.72,23.81,89.96,59.25,sandy loam
soybean,30,70,79,7.31,20.27,69.64,19.97,loamy
rice,91,53,40,5.39,26.53,264.61,81.42,clay
pepper,108,23,51,6.11,26.84,40.23,83.85,loamy clay 
maize,99,39,18,6.11,19.2,87.85,68.31,sandy loam
tomatoes,116,25,50,6.09,29.26,28.71,92.92,sandy loam
guinea_corn,6,18,37,5.94,19.66,108.05,89.94,sandy loam
soybean,44,74,85,7.15,20.19,78.26,19.64,loamy
